time_s,fc_100_hz,fc_1000_hz,fc_5000_hz
0.000000,0.013005,0.122694,0.480297
0.000021,0.012836,0.107640,0.249612
0.000042,0.012669,0.094434,0.129724
0.000063,0.012504,0.082847,0.067418
0.000083,0.012341,0.072682,0.035037
0.000104,0.012181,0.063765,0.018209
0.000125,0.012022,0.055941,0.009463
0.000146,0.011866,0.049077,0.004918
0.000167,0.011712,0.043056,0.002556
0.000188,0.011559,0.037773,0.001328
0.000208,0.011409,0.033139,0.000690
0.000229,0.011261,0.029073,0.000359
0.000250,0.011114,0.025506,0.000186
0.000271,0.010970,0.022376,0.000097
0.000292,0.010827,0.019631,0.000050
0.000312,0.010686,0.017222,0.000026
0.000333,0.010547,0.015109,0.000014
0.000354,0.010410,0.013255,0.000007
0.000375,0.010275,0.011629,0.000004
0.000396,0.010141,0.010202,0.000002
0.000417,0.010009,0.008950,0.000001
0.000438,0.009879,0.007852,0.000001
0.000458,0.009751,0.006889,0.000000
0.000479,0.009624,0.006044,0.000000
0.000500,0.009499,0.005302,0.000000
0.000521,0.009375,0.004652,0.000000
0.000542,0.009253,0.004081,0.000000
0.000562,0.009133,0.003580,0.000000
0.000583,0.009014,0.003141,0.000000
0.000604,0.008897,0.002756,0.000000
0.000625,0.008781,0.002417,0.000000
0.000646,0.008667,0.002121,0.000000
0.000667,0.008554,0.001861,0.000000
0.000687,0.008443,0.001632,0.000000
0.000708,0.008333,0.001432,0.000000
0.000729,0.008225,0.001256,0.000000
0.000750,0.008118,0.001102,0.000000
0.000771,0.008012,0.000967,0.000000
0.000792,0.007908,0.000848,0.000000
0.000813,0.007805,0.000744,0.000000
0.000833,0.007704,0.000653,0.000000
0.000854,0.007604,0.000573,0.000000
0.000875,0.007505,0.000503,0.000000
0.000896,0.007407,0.000441,0.000000
0.000917,0.007311,0.000387,0.000000
0.000937,0.007216,0.000339,0.000000
0.000958,0.007122,0.000298,0.000000
0.000979,0.007029,0.000261,0.000000
0.001000,0.006938,0.000229,0.000000
0.001021,0.006848,0.000201,0.000000
0.001042,0.006759,0.000176,0.000000
0.001063,0.006671,0.000155,0.000000
0.001083,0.006584,0.000136,0.000000
0.001104,0.006498,0.000119,0.000000
0.001125,0.006414,0.000104,0.000000
0.001146,0.006330,0.000092,0.000000
0.001167,0.006248,0.000080,0.000000
0.001187,0.006167,0.000071,0.000000
0.001208,0.006087,0.000062,0.000000
0.001229,0.006007,0.000054,0.000000
0.001250,0.005929,0.000048,0.000000
0.001271,0.005852,0.000042,0.000000
0.001292,0.005776,0.000037,0.000000
0.001312,0.005701,0.000032,0.000000
0.001333,0.005627,0.000028,0.000000
0.001354,0.005554,0.000025,0.000000
0.001375,0.005481,0.000022,0.000000
0.001396,0.005410,0.000019,0.000000
0.001417,0.005340,0.000017,0.000000
0.001438,0.005270,0.000015,0.000000
0.001458,0.005202,0.000013,0.000000
0.001479,0.005134,0.000011,0.000000
0.001500,0.005067,0.000010,0.000000
0.001521,0.005002,0.000009,0.000000
0.001542,0.004936,0.000008,0.000000
0.001563,0.004872,0.000007,0.000000
0.001583,0.004809,0.000006,0.000000
0.001604,0.004746,0.000005,0.000000
0.001625,0.004685,0.000005,0.000000
0.001646,0.004624,0.000004,0.000000
0.001667,0.004564,0.000003,0.000000
0.001688,0.004504,0.000003,0.000000
0.001708,0.004446,0.000003,0.000000
0.001729,0.004388,0.000002,0.000000
0.001750,0.004331,0.000002,0.000000
0.001771,0.004274,0.000002,0.000000
0.001792,0.004219,0.000002,0.000000
0.001812,0.004164,0.000001,0.000000
0.001833,0.004110,0.000001,0.000000
0.001854,0.004056,0.000001,0.000000
0.001875,0.004004,0.000001,0.000000
0.001896,0.003952,0.000001,0.000000
0.001917,0.003900,0.000001,0.000000
0.001937,0.003849,0.000001,0.000000
0.001958,0.003799,0.000001,0.000000
0.001979,0.003750,0.000000,0.000000
0.002000,0.003701,0.000000,0.000000
0.002021,0.003653,0.000000,0.000000
0.002042,0.003606,0.000000,0.000000
0.002062,0.003559,0.000000,0.000000
0.002083,0.003512,0.000000,0.000000
0.002104,0.003467,0.000000,0.000000
0.002125,0.003422,0.000000,0.000000
0.002146,0.003377,0.000000,0.000000
0.002167,0.003333,0.000000,0.000000
0.002188,0.003290,0.000000,0.000000
0.002208,0.003247,0.000000,0.000000
0.002229,0.003205,0.000000,0.000000
0.002250,0.003163,0.000000,0.000000
0.002271,0.003122,0.000000,0.000000
0.002292,0.003081,0.000000,0.000000
0.002313,0.003041,0.000000,0.000000
0.002333,0.003002,0.000000,0.000000
0.002354,0.002963,0.000000,0.000000
0.002375,0.002924,0.000000,0.000000
0.002396,0.002886,0.000000,0.000000
0.002417,0.002849,0.000000,0.000000
0.002438,0.002812,0.000000,0.000000
0.002458,0.002775,0.000000,0.000000
0.002479,0.002739,0.000000,0.000000
0.002500,0.002703,0.000000,0.000000
0.002521,0.002668,0.000000,0.000000
0.002542,0.002634,0.000000,0.000000
0.002563,0.002599,0.000000,0.000000
0.002583,0.002565,0.000000,0.000000
0.002604,0.002532,0.000000,0.000000
0.002625,0.002499,0.000000,0.000000
0.002646,0.002467,0.000000,0.000000
0.002667,0.002435,0.000000,0.000000
0.002688,0.002403,0.000000,0.000000
0.002708,0.002372,0.000000,0.000000
0.002729,0.002341,0.000000,0.000000
0.002750,0.002310,0.000000,0.000000
0.002771,0.002280,0.000000,0.000000
0.002792,0.002251,0.000000,0.000000
0.002813,0.002221,0.000000,0.000000
0.002833,0.002193,0.000000,0.000000
0.002854,0.002164,0.000000,0.000000
0.002875,0.002136,0.000000,0.000000
0.002896,0.002108,0.000000,0.000000
0.002917,0.002081,0.000000,0.000000
0.002937,0.002054,0.000000,0.000000
0.002958,0.002027,0.000000,0.000000
0.002979,0.002001,0.000000,0.000000
0.003000,0.001975,0.000000,0.000000
0.003021,0.001949,0.000000,0.000000
0.003042,0.001924,0.000000,0.000000
0.003062,0.001899,0.000000,0.000000
0.003083,0.001874,0.000000,0.000000
0.003104,0.001849,0.000000,0.000000
0.003125,0.001825,0.000000,0.000000
0.003146,0.001802,0.000000,0.000000
0.003167,0.001778,0.000000,0.000000
0.003187,0.001755,0.000000,0.000000
0.003208,0.001732,0.000000,0.000000
0.003229,0.001710,0.000000,0.000000
0.003250,0.001688,0.000000,0.000000
0.003271,0.001666,0.000000,0.000000
0.003292,0.001644,0.000000,0.000000
0.003312,0.001623,0.000000,0.000000
0.003333,0.001601,0.000000,0.000000
0.003354,0.001581,0.000000,0.000000
0.003375,0.001560,0.000000,0.000000
0.003396,0.001540,0.000000,0.000000
0.003417,0.001520,0.000000,0.000000
0.003437,0.001500,0.000000,0.000000
0.003458,0.001480,0.000000,0.000000
0.003479,0.001461,0.000000,0.000000
0.003500,0.001442,0.000000,0.000000
0.003521,0.001423,0.000000,0.000000
0.003542,0.001405,0.000000,0.000000
0.003563,0.001387,0.000000,0.000000
0.003583,0.001369,0.000000,0.000000
0.003604,0.001351,0.000000,0.000000
0.003625,0.001333,0.000000,0.000000
0.003646,0.001316,0.000000,0.000000
0.003667,0.001299,0.000000,0.000000
0.003688,0.001282,0.000000,0.000000
0.003708,0.001265,0.000000,0.000000
0.003729,0.001249,0.000000,0.000000
0.003750,0.001233,0.000000,0.000000
0.003771,0.001217,0.000000,0.000000
0.003792,0.001201,0.000000,0.000000
0.003813,0.001185,0.000000,0.000000
0.003833,0.001170,0.000000,0.000000
0.003854,0.001154,0.000000,0.000000
0.003875,0.001139,0.000000,0.000000
0.003896,0.001125,0.000000,0.000000
0.003917,0.001110,0.000000,0.000000
0.003938,0.001096,0.000000,0.000000
0.003958,0.001081,0.000000,0.000000
0.003979,0.001067,0.000000,0.000000
0.004000,0.001053,0.000000,0.000000
0.004021,0.001040,0.000000,0.000000
0.004042,0.001026,0.000000,0.000000
0.004062,0.001013,0.000000,0.000000
0.004083,0.001000,0.000000,0.000000
0.004104,0.000987,0.000000,0.000000
0.004125,0.000974,0.000000,0.000000
0.004146,0.000961,0.000000,0.000000
0.004167,0.000949,0.000000,0.000000
0.004188,0.000936,0.000000,0.000000
0.004208,0.000924,0.000000,0.000000
0.004229,0.000912,0.000000,0.000000
0.004250,0.000900,0.000000,0.000000
0.004271,0.000889,0.000000,0.000000
0.004292,0.000877,0.000000,0.000000
0.004312,0.000866,0.000000,0.000000
0.004333,0.000854,0.000000,0.000000
0.004354,0.000843,0.000000,0.000000
0.004375,0.000832,0.000000,0.000000
0.004396,0.000821,0.000000,0.000000
0.004417,0.000811,0.000000,0.000000
0.004438,0.000800,0.000000,0.000000
0.004458,0.000790,0.000000,0.000000
0.004479,0.000780,0.000000,0.000000
0.004500,0.000769,0.000000,0.000000
0.004521,0.000759,0.000000,0.000000
0.004542,0.000750,0.000000,0.000000
0.004562,0.000740,0.000000,0.000000
0.004583,0.000730,0.000000,0.000000
0.004604,0.000721,0.000000,0.000000
0.004625,0.000711,0.000000,0.000000
0.004646,0.000702,0.000000,0.000000
0.004667,0.000693,0.000000,0.000000
0.004688,0.000684,0.000000,0.000000
0.004708,0.000675,0.000000,0.000000
0.004729,0.000666,0.000000,0.000000
0.004750,0.000658,0.000000,0.000000
0.004771,0.000649,0.000000,0.000000
0.004792,0.000641,0.000000,0.000000
0.004812,0.000632,0.000000,0.000000
0.004833,0.000624,0.000000,0.000000
0.004854,0.000616,0.000000,0.000000
0.004875,0.000608,0.000000,0.000000
0.004896,0.000600,0.000000,0.000000
0.004917,0.000592,0.000000,0.000000
0.004938,0.000584,0.000000,0.000000
0.004958,0.000577,0.000000,0.000000
0.004979,0.000569,0.000000,0.000000
0.005000,0.000562,0.000000,0.000000
0.005021,0.000555,0.000000,0.000000
0.005042,0.000547,0.000000,0.000000
0.005063,0.000540,0.000000,0.000000
0.005083,0.000533,0.000000,0.000000
0.005104,0.000526,0.000000,0.000000
0.005125,0.000520,0.000000,0.000000
0.005146,0.000513,0.000000,0.000000
0.005167,0.000506,0.000000,0.000000
0.005187,0.000500,0.000000,0.000000
0.005208,0.000493,0.000000,0.000000
0.005229,0.000487,0.000000,0.000000
0.005250,0.000480,0.000000,0.000000
0.005271,0.000474,0.000000,0.000000
0.005292,0.000468,0.000000,0.000000
0.005313,0.000462,0.000000,0.000000
0.005333,0.000456,0.000000,0.000000
0.005354,0.000450,0.000000,0.000000
0.005375,0.000444,0.000000,0.000000
0.005396,0.000438,0.000000,0.000000
0.005417,0.000433,0.000000,0.000000
0.005437,0.000427,0.000000,0.000000
0.005458,0.000421,0.000000,0.000000
0.005479,0.000416,0.000000,0.000000
0.005500,0.000410,0.000000,0.000000
0.005521,0.000405,0.000000,0.000000
0.005542,0.000400,0.000000,0.000000
0.005563,0.000395,0.000000,0.000000
0.005583,0.000390,0.000000,0.000000
0.005604,0.000384,0.000000,0.000000
0.005625,0.000379,0.000000,0.000000
0.005646,0.000375,0.000000,0.000000
0.005667,0.000370,0.000000,0.000000
0.005687,0.000365,0.000000,0.000000
0.005708,0.000360,0.000000,0.000000
0.005729,0.000355,0.000000,0.000000
0.005750,0.000351,0.000000,0.000000
0.005771,0.000346,0.000000,0.000000
0.005792,0.000342,0.000000,0.000000
0.005813,0.000337,0.000000,0.000000
0.005833,0.000333,0.000000,0.000000
0.005854,0.000329,0.000000,0.000000
0.005875,0.000324,0.000000,0.000000
0.005896,0.000320,0.000000,0.000000
0.005917,0.000316,0.000000,0.000000
0.005937,0.000312,0.000000,0.000000
0.005958,0.000308,0.000000,0.000000
0.005979,0.000304,0.000000,0.000000
0.006000,0.000300,0.000000,0.000000
0.006021,0.000296,0.000000,0.000000
0.006042,0.000292,0.000000,0.000000
0.006063,0.000288,0.000000,0.000000
0.006083,0.000285,0.000000,0.000000
0.006104,0.000281,0.000000,0.000000
0.006125,0.000277,0.000000,0.000000
0.006146,0.000274,0.000000,0.000000
0.006167,0.000270,0.000000,0.000000
0.006187,0.000266,0.000000,0.000000
0.006208,0.000263,0.000000,0.000000
0.006229,0.000260,0.000000,0.000000
0.006250,0.000256,0.000000,0.000000
0.006271,0.000253,0.000000,0.000000
0.006292,0.000250,0.000000,0.000000
0.006313,0.000246,0.000000,0.000000
0.006333,0.000243,0.000000,0.000000
0.006354,0.000240,0.000000,0.000000
0.006375,0.000237,0.000000,0.000000
0.006396,0.000234,0.000000,0.000000
0.006417,0.000231,0.000000,0.000000
0.006438,0.000228,0.000000,0.000000
0.006458,0.000225,0.000000,0.000000
0.006479,0.000222,0.000000,0.000000
0.006500,0.000219,0.000000,0.000000
0.006521,0.000216,0.000000,0.000000
0.006542,0.000213,0.000000,0.000000
0.006562,0.000211,0.000000,0.000000
0.006583,0.000208,0.000000,0.000000
0.006604,0.000205,0.000000,0.000000
0.006625,0.000202,0.000000,0.000000
0.006646,0.000200,0.000000,0.000000
0.006667,0.000197,0.000000,0.000000
0.006688,0.000195,0.000000,0.000000
0.006708,0.000192,0.000000,0.000000
0.006729,0.000190,0.000000,0.000000
0.006750,0.000187,0.000000,0.000000
0.006771,0.000185,0.000000,0.000000
0.006792,0.000182,0.000000,0.000000
0.006812,0.000180,0.000000,0.000000
0.006833,0.000178,0.000000,0.000000
0.006854,0.000175,0.000000,0.000000
0.006875,0.000173,0.000000,0.000000
0.006896,0.000171,0.000000,0.000000
0.006917,0.000169,0.000000,0.000000
0.006938,0.000166,0.000000,0.000000
0.006958,0.000164,0.000000,0.000000
0.006979,0.000162,0.000000,0.000000
0.007000,0.000160,0.000000,0.000000
0.007021,0.000158,0.000000,0.000000
0.007042,0.000156,0.000000,0.000000
0.007062,0.000154,0.000000,0.000000
0.007083,0.000152,0.000000,0.000000
0.007104,0.000150,0.000000,0.000000
0.007125,0.000148,0.000000,0.000000
0.007146,0.000146,0.000000,0.000000
0.007167,0.000144,0.000000,0.000000
0.007188,0.000142,0.000000,0.000000
0.007208,0.000140,0.000000,0.000000
0.007229,0.000138,0.000000,0.000000
0.007250,0.000137,0.000000,0.000000
0.007271,0.000135,0.000000,0.000000
0.007292,0.000133,0.000000,0.000000
0.007312,0.000131,0.000000,0.000000
0.007333,0.000130,0.000000,0.000000
0.007354,0.000128,0.000000,0.000000
0.007375,0.000126,0.000000,0.000000
0.007396,0.000125,0.000000,0.000000
0.007417,0.000123,0.000000,0.000000
0.007438,0.000122,0.000000,0.000000
0.007458,0.000120,0.000000,0.000000
0.007479,0.000118,0.000000,0.000000
0.007500,0.000117,0.000000,0.000000
0.007521,0.000115,0.000000,0.000000
0.007542,0.000114,0.000000,0.000000
0.007562,0.000112,0.000000,0.000000
0.007583,0.000111,0.000000,0.000000
0.007604,0.000109,0.000000,0.000000
0.007625,0.000108,0.000000,0.000000
0.007646,0.000107,0.000000,0.000000
0.007667,0.000105,0.000000,0.000000
0.007688,0.000104,0.000000,0.000000
0.007708,0.000102,0.000000,0.000000
0.007729,0.000101,0.000000,0.000000
0.007750,0.000100,0.000000,0.000000
0.007771,0.000099,0.000000,0.000000
0.007792,0.000097,0.000000,0.000000
0.007812,0.000096,0.000000,0.000000
0.007833,0.000095,0.000000,0.000000
0.007854,0.000094,0.000000,0.000000
0.007875,0.000092,0.000000,0.000000
0.007896,0.000091,0.000000,0.000000
0.007917,0.000090,0.000000,0.000000
0.007938,0.000089,0.000000,0.000000
0.007958,0.000088,0.000000,0.000000
0.007979,0.000086,0.000000,0.000000
0.008000,0.000085,0.000000,0.000000
0.008021,0.000084,0.000000,0.000000
0.008042,0.000083,0.000000,0.000000
0.008062,0.000082,0.000000,0.000000
0.008083,0.000081,0.000000,0.000000
0.008104,0.000080,0.000000,0.000000
0.008125,0.000079,0.000000,0.000000
0.008146,0.000078,0.000000,0.000000
0.008167,0.000077,0.000000,0.000000
0.008187,0.000076,0.000000,0.000000
0.008208,0.000075,0.000000,0.000000
0.008229,0.000074,0.000000,0.000000
0.008250,0.000073,0.000000,0.000000
0.008271,0.000072,0.000000,0.000000
0.008292,0.000071,0.000000,0.000000
0.008313,0.000070,0.000000,0.000000
0.008333,0.000069,0.000000,0.000000
0.008354,0.000068,0.000000,0.000000
0.008375,0.000067,0.000000,0.000000
0.008396,0.000067,0.000000,0.000000
0.008417,0.000066,0.000000,0.000000
0.008438,0.000065,0.000000,0.000000
0.008458,0.000064,0.000000,0.000000
0.008479,0.000063,0.000000,0.000000
0.008500,0.000062,0.000000,0.000000
0.008521,0.000062,0.000000,0.000000
0.008542,0.000061,0.000000,0.000000
0.008562,0.000060,0.000000,0.000000
0.008583,0.000059,0.000000,0.000000
0.008604,0.000058,0.000000,0.000000
0.008625,0.000058,0.000000,0.000000
0.008646,0.000057,0.000000,0.000000
0.008667,0.000056,0.000000,0.000000
0.008687,0.000055,0.000000,0.000000
0.008708,0.000055,0.000000,0.000000
0.008729,0.000054,0.000000,0.000000
0.008750,0.000053,0.000000,0.000000
0.008771,0.000053,0.000000,0.000000
0.008792,0.000052,0.000000,0.000000
0.008813,0.000051,0.000000,0.000000
0.008833,0.000051,0.000000,0.000000
0.008854,0.000050,0.000000,0.000000
0.008875,0.000049,0.000000,0.000000
0.008896,0.000049,0.000000,0.000000
0.008917,0.000048,0.000000,0.000000
0.008938,0.000047,0.000000,0.000000
0.008958,0.000047,0.000000,0.000000
0.008979,0.000046,0.000000,0.000000
0.009000,0.000046,0.000000,0.000000
0.009021,0.000045,0.000000,0.000000
0.009042,0.000044,0.000000,0.000000
0.009062,0.000044,0.000000,0.000000
0.009083,0.000043,0.000000,0.000000
0.009104,0.000043,0.000000,0.000000
0.009125,0.000042,0.000000,0.000000
0.009146,0.000042,0.000000,0.000000
0.009167,0.000041,0.000000,0.000000
0.009187,0.000040,0.000000,0.000000
0.009208,0.000040,0.000000,0.000000
0.009229,0.000039,0.000000,0.000000
0.009250,0.000039,0.000000,0.000000
0.009271,0.000038,0.000000,0.000000
0.009292,0.000038,0.000000,0.000000
0.009313,0.000037,0.000000,0.000000
0.009333,0.000037,0.000000,0.000000
0.009354,0.000036,0.000000,0.000000
0.009375,0.000036,0.000000,0.000000
0.009396,0.000035,0.000000,0.000000
0.009417,0.000035,0.000000,0.000000
0.009437,0.000035,0.000000,0.000000
0.009458,0.000034,0.000000,0.000000
0.009479,0.000034,0.000000,0.000000
0.009500,0.000033,0.000000,0.000000
0.009521,0.000033,0.000000,0.000000
0.009542,0.000032,0.000000,0.000000
0.009562,0.000032,0.000000,0.000000
0.009583,0.000032,0.000000,0.000000
0.009604,0.000031,0.000000,0.000000
0.009625,0.000031,0.000000,0.000000
0.009646,0.000030,0.000000,0.000000
0.009667,0.000030,0.000000,0.000000
0.009688,0.000030,0.000000,0.000000
0.009708,0.000029,0.000000,0.000000
0.009729,0.000029,0.000000,0.000000
0.009750,0.000028,0.000000,0.000000
0.009771,0.000028,0.000000,0.000000
0.009792,0.000028,0.000000,0.000000
0.009813,0.000027,0.000000,0.000000
0.009833,0.000027,0.000000,0.000000
0.009854,0.000027,0.000000,0.000000
0.009875,0.000026,0.000000,0.000000
0.009896,0.000026,0.000000,0.000000
0.009917,0.000026,0.000000,0.000000
0.009937,0.000025,0.000000,0.000000
0.009958,0.000025,0.000000,0.000000
0.009979,0.000025,0.000000,0.000000
0.010000,0.000024,0.000000,0.000000
0.010021,0.000024,0.000000,0.000000
0.010042,0.000024,0.000000,0.000000
0.010062,0.000023,0.000000,0.000000
0.010083,0.000023,0.000000,0.000000
0.010104,0.000023,0.000000,0.000000
0.010125,0.000022,0.000000,0.000000
0.010146,0.000022,0.000000,0.000000
0.010167,0.000022,0.000000,0.000000
0.010188,0.000022,0.000000,0.000000
0.010208,0.000021,0.000000,0.000000
0.010229,0.000021,0.000000,0.000000
0.010250,0.000021,0.000000,0.000000
0.010271,0.000020,0.000000,0.000000
0.010292,0.000020,0.000000,0.000000
0.010313,0.000020,0.000000,0.000000
0.010333,0.000020,0.000000,0.000000
0.010354,0.000019,0.000000,0.000000
0.010375,0.000019,0.000000,0.000000
0.010396,0.000019,0.000000,0.000000
0.010417,0.000019,0.000000,0.000000
0.010437,0.000018,0.000000,0.000000
0.010458,0.000018,0.000000,0.000000
0.010479,0.000018,0.000000,0.000000
0.010500,0.000018,0.000000,0.000000
0.010521,0.000018,0.000000,0.000000
0.010542,0.000017,0.000000,0.000000
0.010562,0.000017,0.000000,0.000000
0.010583,0.000017,0.000000,0.000000
0.010604,0.000017,0.000000,0.000000
0.010625,0.000016,0.000000,0.000000
